,categories_hierarchy,mega_cat
1210,'en:wheat-bread-flour',['CEREALES']
1211,'en:wheat-breads',['CEREALES']
1212,'en:wheat-flakes',['CEREALES']
1213,'en:wheat-flatbreads',['CEREALES']
1214,'en:wheat-flours',['CEREALES']
1215,'en:wheat-milks',['LACTEOS' 'CEREALES']
1216,'en:wheat-pasta',['CEREALES']
1217,'en:wheat-semolinas',['CEREALES']
1218,'en:white-asparagus',['HORTALIZAS']
1219,'en:white-beans',['LEGUMBRES']
1220,'en:white-breads',['CEREALES']
1221,'en:white-chocolate-biscuits',['CEREALES' 'LIPIDOS']
1222,'en:white-chocolates',['LIPIDOS']
1223,'en:white-chocolates-with-hazelnuts',['LEGUMBRES' 'LIPIDOS']
1224,'en:white-hams',['CARNE']
1225,'en:white-meat-rillettes',['CARNE']
1226,'en:white-peppers',['LEGUMBRES']
1227,'en:white-rices',['CEREALES']
1228,'en:white-wine-vinegars',['ALCOHOL']
1229,'en:whole-black-olives',['HORTALIZAS']
1230,'en:whole-cayenne',[nan]
1231,'en:whole-champignon-mushrooms',['HORTALIZAS' 'CARNE']
1232,'en:whole-cloves',[nan]
1233,'en:whole-durum-wheat-pasta',['CARNE' 'CEREALES']
1234,'en:whole-milks',['LACTEOS']
1235,'en:whole-olives',['HORTALIZAS']
1236,'en:whole-or-semi-whole-durum-wheat-pasta',['CARNE' 'CEREALES']
1237,'en:whole-or-semi-whole-durum-wheat-spaghetti',['CARNE' 'CEREALES']
1238,'en:whole-wheat-spaghetti',['CEREALES']
1239,'en:wholemeal-breads',['CEREALES']
1240,'en:wholemeal-english-bread',[nan]
1241,'en:wholemeal-sliced-breads',['CEREALES']
1242,'en:wild-rice',['CEREALES']
1243,'en:wine-vinegars',['ALCOHOL']
1244,'en:xeres-vinegars',[nan]
1245,'en:yeast',[nan]
1246,'en:yogurts',['LACTEOS']
1247,'en:yogurts-with-cereals',['LACTEOS' 'CEREALES']
1248,'en:zucchini',[nan]
1249,'en:zwieback',[nan]
1250,'es:Bonito del Norte en aceite de oliva',['LIPIDOS' 'PESCADO']
1251,'es:Cereales-desayuno',['CEREALES']
1252,'es:almendras-garrapinadas',[nan]
1253,'es:alubias-con-verduras',[nan]
1254,'es:atun-claro',[nan]
1255,'es:atun-claro-en-aceite-de-oliva',['LIPIDOS']
1256,'es:fideos-de-trigo-duro',[nan]
1257,'es:fideos-de-trigo-duro-integrales-o-semi-integrales',[nan]
1258,'es:fideua-de-trigo-duro',[nan]
1259,'es:galletas-con-tableta-de-chocolate',['LIPIDOS']
1260,'es:galletas-con-tableta-de-chocolate-con-leche',['LIPIDOS']
1261,'es:galletas-con-tableta-de-chocolate-negro',['LIPIDOS']
1262,'es:galletas-maria',[nan]
1263,'es:granizados-de-cafe',[nan]
1264,'es:granizados-de-horchata-de-chufa',[nan]
1265,'es:granizados-de-limon',[nan]
1266,'es:granizados-de-turron',['LIPIDOS']
1267,'es:infusiones-relajantes',[nan]
1268,'es:mezclas-de-verduras-y-hortalizas-para-sopa',[nan]
1269,'es:pastas-de-trigo-duro-integrales-o-semi-integrales',['CEREALES']
1270,'es:picos-de-pan',[nan]
1271,'es:polos-de-leche-de-soja-con-chocolate',['LIPIDOS']
1272,'es:reganas',[nan]
1273,'es:salteados-de-vegetales-asados-congelados',['BEBIDAS']
1274,'es:salteados-de-vegetales-congelados',['BEBIDAS']
1275,'es:sobao-pasiego',[nan]
1276,'es:torta-sevillana',[nan]
1277,'fr:barres-chocolatees-au-lait',['LIPIDOS']
1278,'fr:biscuits-tablette-fourree',['CEREALES']
1279,'fr:boudins',[nan]
1280,'fr:capsicum-frutescens',[nan]
1281,'fr:cereales-preparees',['CEREALES']
1282,'fr:charcuteries-cuites',[nan]
1283,'fr:charcuteries-diverses',[nan]
1284,'fr:chips-de-pommes-de-terre-classiques',[nan]
1285,'fr:chips-de-pommes-de-terre-lisses',[nan]
1286,'fr:cremes-legeres',[nan]
1287,'fr:cremes-liquides',[nan]
1288,'fr:desserts-lactes-aux-oeufs',[nan]
1289,'fr:fouets-catalans',[nan]
1290,'fr:fromages-blancs',[nan]
1291,'fr:miels-cremeux',[nan]
1292,'fr:pates-a-tartiner',['CEREALES']
1293,'fr:poulets-panes',[nan]
1294,'fr:riz-prepares',[nan]
1295,'fr:spaghettis-de-ble-dur-complet',[nan]
