,mini,mega_cat
2785,en:soy-milk-yogurts,['LACTEOS']
2786,en:soy-milks,['LACTEOS']
2787,en:soy-steak,['CARNE' 'BEBIDAS']
2788,en:soybean-butters,['LIPIDOS']
2789,en:soybean-oils,['LIPIDOS']
2790,en:spanish-bakery-products,['CEREALES']
2791,en:spanish-cheeses,['LACTEOS' 'CEREALES']
2792,en:spanish-meat-products,['CARNE' 'CEREALES']
2793,en:spanish-omelettes,['CEREALES']
2794,en:spanish-red-wine,['ALCOHOL' 'CEREALES']
2795,en:spanish-sea-products,['CEREALES']
2796,en:spanish-spices,['CEREALES']
2797,en:spanish-vinegars,['ALCOHOL' 'CEREALES']
2798,en:sparkling-apple-juices,['FRUTAS']
2799,en:sparkling-apple-nectars,['FRUTAS']
2800,en:sparkling-wines,['ALCOHOL']
2801,en:spearmint,['HORTALIZAS']
2802,en:special-beers,['ALCOHOL' 'LIPIDOS']
2803,en:special-breads,['CEREALES']
2804,en:spelt-based-creams-for-cooking,['LACTEOS']
2805,en:spelt-milks,['LACTEOS']
2806,en:spelt-pastas,['CEREALES']
2807,en:spicy-pork-sausage-in-large-slices,['CARNE']
2808,en:spinach-with-cream-sauce,['LACTEOS']
2809,en:spinachs,['HORTALIZAS']
2810,en:spirals-of-durum-wheat,['CARNE' 'CEREALES']
2811,en:spirit-drinks,['BEBIDAS']
2812,en:sponge-cake-biscuits-wih-fruits-covering,['FRUTAS' 'CEREALES']
2813,en:sponge-cake-filled-and-covered-with-chocolate,['LIPIDOS']
2814,en:sponge-cake-with-fruit-mousse,['FRUTAS']
2815,en:sponge-sandwich-cake-filled-and-topped-with-raspberries,['FRUTAS']
2816,en:sponge-sandwich-cake-filled-and-topped-with-strawberries,['FRUTAS']
2817,en:sports-drink,['BEBIDAS']
2818,en:spreadable-fats,['CEREALES']
2819,en:sprits-biscuits,['CEREALES']
2820,en:sprouted-mung-beans,['LEGUMBRES']
2821,en:squeezed-apple-juices,['FRUTAS']
2822,en:squeezed-grapefruit-juices,['FRUTAS']
2823,en:squeezed-multifruit-juices,['FRUTAS']
2824,en:squeezed-orange-juices,['FRUTAS']
2825,en:squeezed-pineapple-juices,['FRUTAS']
2826,en:squid-and-spicy-tomato-sauce-pie,['HORTALIZAS']
2827,en:squirty-creams,['LACTEOS']
2828,en:steaks,['CARNE' 'BEBIDAS']
2829,en:stevia-and-their-products,['BEBIDAS']
2830,en:stick-biscuits-covered-with-chocolate,['CEREALES' 'LIPIDOS']
2831,en:still-fruit-soft-drink-with-reduced-sugar-and-with-10-50-of-fruit-juice,['FRUTAS' 'LIPIDOS' 'BEBIDAS']
2832,en:still-fruit-soft-drink-with-sugar,['FRUTAS' 'LIPIDOS' 'BEBIDAS']
2833,en:still-fruit-soft-drink-with-sugar-and-with-less-than-10-of-fruit-juice,['FRUTAS' 'LIPIDOS' 'BEBIDAS']
2834,en:still-fruit-soft-drinks,['FRUTAS' 'BEBIDAS']
2835,en:still-soft-drink-with-tea-extract,['BEBIDAS']
2836,en:still-soft-drink-with-tea-extract-flavoured-without-sugar-and-with-artificial-sweeteners,['LIPIDOS' 'BEBIDAS']
2837,en:still-soft-drink-with-tea-extract-with-sugar-and-artificial-sweetener-s,['LIPIDOS' 'BEBIDAS']
2838,en:stilton-cheese,['LACTEOS']
2839,en:stirred-yogurts,['LACTEOS']
2840,en:strained-tomatoes,['HORTALIZAS']
2841,en:strasbourg-sausages,['CARNE']
2842,en:strawberries,['FRUTAS']
2843,en:strawberry-applesauces,['FRUTAS']
2844,en:strawberry-biscuits,['CEREALES']
2845,en:strawberry-cereal-bars,['CEREALES']
2846,en:strawberry-cheesecakes,['LACTEOS' 'CEREALES']
2847,en:strawberry-compotes,['FRUTAS']
2848,en:strawberry-ice-cream-tubs,['LACTEOS']
2849,en:strawberry-jams,['LIPIDOS']
2850,en:strawberry-milks,['LACTEOS']
2851,en:strawberry-nectars,['FRUTAS']
2852,en:strawberry-soy-yogurts,['LACTEOS']
2853,en:strawberry-syrups,['LIPIDOS']
2854,en:strawberry-vanilla-ice-cream-cones,['LACTEOS']
2855,en:strawberry-yogurt-drinks,['BEBIDAS' 'LACTEOS']
2856,en:strawberry-yogurts,['LACTEOS']
2857,en:streamed-egg,['CARNE']
2858,en:stretched-curd-cheeses,['LACTEOS']
2859,en:string-cheeses,['LACTEOS']
2860,en:strong-beers,['ALCOHOL' 'LIPIDOS']
2861,en:stuffed-fruits-wafers,['FRUTAS']
2862,en:stuffed-olives,['HORTALIZAS']
2863,en:stuffed-pastas,['CEREALES']
2864,en:stuffed-peppers,['LEGUMBRES']
2865,en:stuffed-tomatoes,['HORTALIZAS']
2866,en:stuffed-vegetables,['HORTALIZAS' 'CEREALES']
2867,en:stuffed-vine-leaves,['ALCOHOL']
2868,en:sturgeon-rillettes,['CARNE']
2869,en:sucre-naturel-produit-a-base-d-ecorce-de-bouleau-nom-scientifique-xylitol,['LIPIDOS']
2870,en:sugar-coated-almonds,['LEGUMBRES' 'LIPIDOS']
2871,en:sugar-coated-pinenuts,['LEGUMBRES' 'LIPIDOS']
2872,en:sugar-free-chewing-gum,['LIPIDOS']
2873,en:sugar-free-flavoured-syrups,['LIPIDOS']
2874,en:sugar-pies,['LIPIDOS']
2875,en:sugar-substitutes,['LIPIDOS']
2876,en:sugared-crepes,['LIPIDOS' 'CEREALES']
2877,en:sugared-popcorn,['CEREALES' 'LIPIDOS' 'LEGUMBRES']
2878,en:sugarfree,['LIPIDOS']
2879,en:sugars,['LIPIDOS']
2880,en:sugary-cooking-helpers,['LIPIDOS']
2881,en:sugary-sancks,['LIPIDOS']
2882,en:sultana-raisins,['FRUTAS']
2883,en:sundae-ice-cream,['LACTEOS']
2884,en:sunflower-halva,['LEGUMBRES']
2885,en:sunflower-honeys,['LIPIDOS' 'LEGUMBRES']
2886,en:sunflower-oil-mayonnaises,['LIPIDOS' 'LEGUMBRES']
2887,en:sunflower-oils,['LIPIDOS' 'LEGUMBRES']
2888,en:sunflower-seed-butters,['LIPIDOS' 'LEGUMBRES']
2889,en:sunflower-seed-grilled-and-salted,['LEGUMBRES']
2890,en:sunflower-seeds,['LEGUMBRES']
2891,en:sunflower-seeds-and-their-products,['LEGUMBRES' 'BEBIDAS']
2892,en:surinam-rices,['CEREALES']
2893,en:surprise-breads,['CEREALES']
2894,en:sushi-rice,['CEREALES']
2895,en:swedish-cheeses,['LACTEOS']
2896,en:swedish-style-pork-and-beef-meat-balls,['CARNE' 'LIPIDOS']
2897,en:sweet-and-sour-sauces,['LIPIDOS']
2898,en:sweet-apples,['FRUTAS' 'LIPIDOS']
2899,en:sweet-biscuits,['CEREALES' 'LIPIDOS']
2900,en:sweet-breakfast-cereals,['CEREALES' 'LIPIDOS']
2901,en:sweet-breakfast-cereals-fortified-with-vitamins-and-chemical-elements,['CEREALES' 'LIPIDOS']
2902,en:sweet-breakfast-cereals-not-fortified-with-vitamins-and-chemical-elements,['CEREALES' 'LIPIDOS']
2903,en:sweet-chilli-sauce,['LIPIDOS']
2904,en:sweet-ciders,['LIPIDOS']
2905,en:sweet-corn,['CEREALES' 'LIPIDOS']
2906,en:sweet-corn-on-the-cob,['CEREALES' 'LIPIDOS' 'BEBIDAS']
2907,en:sweet-cream-butters,['LACTEOS' 'LIPIDOS']
2908,en:sweet-fritters,['LIPIDOS']
2909,en:sweet-mousses,['LIPIDOS']
2910,en:sweet-mustards,['LIPIDOS']
2911,en:sweet-peppers,['LEGUMBRES' 'LIPIDOS']
2912,en:sweet-pies,['LIPIDOS']
2913,en:sweet-potato-crisps,['LIPIDOS' 'CEREALES']
2914,en:sweet-potatoes,['LIPIDOS']
2915,en:sweet-snacks,['LIPIDOS']
2916,en:sweet-soy-sauce,['LIPIDOS']
2917,en:sweet-spreads,['LIPIDOS']
2918,en:sweet-wines,['ALCOHOL' 'LIPIDOS']
2919,en:sweetcorn,['CEREALES' 'LIPIDOS']
2920,en:sweetened-beverages,['LIPIDOS' 'BEBIDAS']
2921,en:sweetened-condensed-milk,['LACTEOS' 'LIPIDOS']
2922,en:sweetened-natural-almond-milks,['LACTEOS' 'LIPIDOS']
2923,en:sweetened-natural-soy-milks,['LACTEOS' 'LIPIDOS']
2924,en:sweetened-yogurts,['LACTEOS' 'LIPIDOS']
2925,en:sweeteners,['LIPIDOS']
2926,en:swiss-chocolates,['LIPIDOS']
2927,en:swiss-wines,['ALCOHOL']
2928,en:swordfish,['PESCADO']
2929,en:syrup-with-sugar-to-be-diluted,['LIPIDOS']
2930,en:syrups,['LIPIDOS']
2931,en:syrups-with-fruits,['FRUTAS' 'LIPIDOS']
2932,en:tabbouleh-with-fresh-vegetables,['HORTALIZAS' 'CEREALES']
2933,en:tabbouleh-with-olive-oil,['LIPIDOS' 'HORTALIZAS']
2934,en:tabbouleh-with-tomatoes,['HORTALIZAS']
2935,en:table-salts,['CEREALES']
2936,en:table-waters,['CEREALES']
2937,en:tabletop-sweeteners,['LIPIDOS' 'CEREALES']
2938,en:taleggio,['CARNE']
2939,en:tangerine-nectars,['FRUTAS']
2940,en:tartinable,['CEREALES']
2941,en:tartufo-dessert,['LIPIDOS']
2942,en:tassimo-compatible-coffee-capsules,['BEBIDAS' 'CEREALES']
2943,en:tea-bags,['BEBIDAS']
2944,en:tea-based-beverages,['BEBIDAS']
2945,en:teas,['BEBIDAS']
2946,en:teas-with-bergamot,['BEBIDAS']
2947,en:tennessee-whiskey,['ALCOHOL']
2948,en:terrines,['CARNE']
2949,en:terrines-from-brittany,['CARNE']
2950,en:tetilla-cheese,['LACTEOS']
2951,en:textured-vegetable-protein,['HORTALIZAS' 'CEREALES']
2952,en:thai-rice,['CEREALES']
2953,en:thermised-milk-cheeses,['LACTEOS' 'BEBIDAS']
2954,en:thin-biscuit-with-almonds,['LEGUMBRES']
2955,en:thons,['PESCADO']
2956,en:three-cheese-pizza,['LACTEOS']
2957,en:thuringian-sausages,['CARNE']
2958,en:thyme-tea-bags,['BEBIDAS']
2959,en:tiefkuhl-desserts,['LIPIDOS']
2960,en:tigernut-milks,['LACTEOS']
2961,en:tinned-beans,['LEGUMBRES']
2962,en:toasted-egg-yolk-turron,['LIPIDOS' 'CARNE']
2963,en:toasted-ham-sandwich-topped-with-grated-cheese,['LACTEOS' 'CARNE']
2964,en:tomate-sauces,['HORTALIZAS']
2965,en:tomates,['HORTALIZAS']
2966,en:tomato,['HORTALIZAS']
2967,en:tomato-basil-pasta-sauces,['CEREALES' 'HORTALIZAS']
2968,en:tomato-caviar,['HORTALIZAS']
2969,en:tomato-chutneys,['HORTALIZAS']
2970,en:tomato-jams,['HORTALIZAS' 'LIPIDOS']
2971,en:tomato-juices,['HORTALIZAS']
2972,en:tomato-ketchup,['HORTALIZAS']
2973,en:tomato-mustards,['HORTALIZAS']
2974,en:tomato-pastes,['HORTALIZAS']
2975,en:tomato-pulps,['HORTALIZAS']
2976,en:tomato-purees,['HORTALIZAS']
2977,en:tomato-sauce-with-olives,['HORTALIZAS']
2978,en:tomato-sauce-with-vegetables,['HORTALIZAS' 'CEREALES']
2979,en:tomato-sauces,['HORTALIZAS']
2980,en:tomato-sauces-with-basil,['HORTALIZAS']
2981,en:tomato-sauces-with-cheese,['LACTEOS' 'HORTALIZAS']
2982,en:tomato-sauces-with-mushrooms,['HORTALIZAS']
2983,en:tomato-sauces-with-olives,['HORTALIZAS']
2984,en:tomato-sauces-with-onions,['HORTALIZAS']
2985,en:tomato-sauces-with-parmesan-cheese,['LACTEOS' 'HORTALIZAS']
2986,en:tomato-sauces-with-ricotta,['HORTALIZAS' 'LACTEOS']
2987,en:tomato-sauces-with-vegetables,['HORTALIZAS' 'CEREALES']
2988,en:tomato-soups,['HORTALIZAS']
2989,en:tomatoes,['HORTALIZAS']
2990,en:tomatoes-and-their-products,['HORTALIZAS' 'BEBIDAS']
2991,en:tomme-cheese-from-cow-s-milk,['LACTEOS']
2992,en:tomme-cheese-from-mountain-or-savoy,['LACTEOS']
2993,en:tomme-cheese-from-savoy,['LACTEOS']
2994,en:tomme-cheese-pdo-from-the-french-bauges-mountains,['LACTEOS' 'BEBIDAS']
2995,en:tongue-of-beef-with-hot-sauce,['LIPIDOS' 'CARNE']
2996,en:tonic-drink-with-sugar,['LIPIDOS' 'BEBIDAS']
2997,en:tonic-drink-with-sugar-and-artificial-sweeteners,['LIPIDOS' 'BEBIDAS']
2998,en:torrefacto-coffees,['BEBIDAS']
2999,en:toulouse-sausages,['CARNE']
3000,en:traditional-balsamic-vinegar-of-modena,['ALCOHOL']
3001,en:traditional-balsamic-vinegars,['ALCOHOL']
3002,en:triple-beer,['ALCOHOL' 'LIPIDOS']
3003,en:tropical-fruit-jams,['FRUTAS' 'LIPIDOS']
3004,en:tropical-fruits,['FRUTAS']
3005,en:tropical-fruits-soy-yogurts,['LACTEOS' 'FRUTAS']
3006,en:tropical-tunas,['PESCADO']
3007,en:trout-rillettes,['CARNE']
3008,en:trout-terrines,['CARNE']
3009,en:tuna-fillets,['CARNE']
3010,en:tuna-in-olive-oil,['LIPIDOS' 'HORTALIZAS']
3011,en:tuna-rillettes,['CARNE']
3012,en:tuna-salad,['HORTALIZAS']
3013,en:tuna-steaks,['CARNE' 'BEBIDAS']
3014,en:tunas,['PESCADO']
3015,en:tunas-in-oil,['PESCADO' 'LIPIDOS']
3016,en:tunas-in-sunflower-oil,['PESCADO' 'LIPIDOS' 'LEGUMBRES']
3017,en:tunas-with-tomato-sauce,['HORTALIZAS' 'PESCADO']
3018,en:turkey-fillets,['CARNE']
3019,en:turkey-ham,['CARNE']
3020,en:turkey-rillettes,['CARNE']
3021,en:turkey-sausages,['CARNE']
3022,en:turron,['LIPIDOS']
3023,en:uht-creams,['LACTEOS']
3024,en:uht-milks,['LACTEOS']
3025,en:uht-skimmed-milks,['LACTEOS']
3026,en:umeboshi-vinegars,['ALCOHOL']
3027,en:uncooked-pressed-cheeses,['LACTEOS']
3028,en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured,['LACTEOS' 'CEREALES']
3029,en:unleavened-breads,['CEREALES']
3030,en:unpasteurised-cheeses,['LACTEOS']
3031,en:unsalted-butters,['LIPIDOS']
3032,en:unsalted-cashew-nuts,['LEGUMBRES']
3033,en:unseasoned-grated-carrots,['HORTALIZAS']
3034,en:unshelled-peanuts,['LEGUMBRES']
3035,en:unshelled-pumpkin-seeds,['LEGUMBRES' 'HORTALIZAS']
3036,en:unshelled-sunflower-seeds,['LEGUMBRES']
3037,en:unsweetened-beverages,['LIPIDOS' 'BEBIDAS']
3038,en:unsweetened-flavored-waters,['LIPIDOS']
3039,en:unsweetened-natural-almond-milks,['LACTEOS' 'LIPIDOS']
3040,en:unsweetened-natural-soy-milks,['LACTEOS' 'LIPIDOS']
3041,en:valencay-cheese,['LACTEOS']
3042,en:vanilla,['LACTEOS']
3043,en:vanilla-almond-milks,['LACTEOS']
3044,en:vanilla-cheesecakes,['LACTEOS' 'CEREALES']
3045,en:vanilla-extract,['LACTEOS']
3046,en:vanilla-flavored-rice-pudding,['CEREALES' 'LACTEOS']
3047,en:vanilla-ice-cream-bars,['LACTEOS']
3048,en:vanilla-ice-cream-cones,['LACTEOS']
3049,en:vanilla-ice-cream-tubs,['LACTEOS']
3050,en:vanilla-milks,['LACTEOS']
3051,en:vanilla-muffins,['LACTEOS']
3052,en:vanilla-pods,['LACTEOS']
3053,en:vanilla-powder,['LACTEOS']
3054,en:vanilla-rice-milks,['LACTEOS' 'CEREALES']
3055,en:vanilla-soy-desserts,['LACTEOS' 'LIPIDOS']
3056,en:vanilla-soy-milks,['LACTEOS']
3057,en:vanilla-stuffed-wafers,['LACTEOS']
3058,en:vanilla-sugars,['LACTEOS' 'LIPIDOS']
3059,en:vanilla-teas,['LACTEOS' 'BEBIDAS']
3060,en:vanilla-yogurt,['LACTEOS']
3061,en:vanilla-yogurt-drinks,['LACTEOS' 'BEBIDAS']
3062,en:vanillin-sugars,['LIPIDOS']
3063,en:veal-escalopes,['CARNE']
3064,en:veal-meat,['CARNE']
3065,en:veal-meat-dishes,['CARNE']
3066,en:veal-sausages,['CARNE']
3067,en:vegetable-based-beverages,['HORTALIZAS' 'BEBIDAS' 'CEREALES']
3068,en:vegetable-based-foods-and-beverages,['HORTALIZAS' 'BEBIDAS' 'CEREALES']
3069,en:vegetable-bouillon-cubes,['HORTALIZAS' 'CEREALES']
3070,en:vegetable-bouillon-pots,['HORTALIZAS' 'CEREALES']
3071,en:vegetable-bouillon-powders,['HORTALIZAS' 'CEREALES']
3072,en:vegetable-broths,['HORTALIZAS' 'CEREALES']
3073,en:vegetable-cakes,['HORTALIZAS' 'CEREALES']
3074,en:vegetable-fat-spread,['HORTALIZAS' 'CEREALES']
3075,en:vegetable-fats,['HORTALIZAS' 'CEREALES']
3076,en:vegetable-fritters,['HORTALIZAS' 'CEREALES']
3077,en:vegetable-gratins,['HORTALIZAS' 'CEREALES']
3078,en:vegetable-gyoza,['HORTALIZAS' 'CEREALES']
3079,en:vegetable-jams,['HORTALIZAS' 'LIPIDOS' 'CEREALES']
3080,en:vegetable-juices,['HORTALIZAS' 'CEREALES']
3081,en:vegetable-lasagne,['HORTALIZAS' 'CEREALES']
3082,en:vegetable-mixes,['HORTALIZAS' 'CEREALES']
3083,en:vegetable-oils,['HORTALIZAS' 'LIPIDOS' 'CEREALES']
3084,en:vegetable-pasta,['HORTALIZAS' 'CEREALES']
3085,en:vegetable-pickles,['HORTALIZAS' 'CEREALES']
3086,en:vegetable-pizza,['HORTALIZAS' 'CEREALES']
3087,en:vegetable-puff-pastries,['HORTALIZAS' 'CEREALES']
3088,en:vegetable-risottos,['HORTALIZAS' 'CEREALES']
3089,en:vegetable-rods,['HORTALIZAS' 'CEREALES']
3090,en:vegetable-salads,['HORTALIZAS' 'CEREALES']
3091,en:vegetable-samosas,['HORTALIZAS' 'CEREALES']
3092,en:vegetable-sauces,['HORTALIZAS' 'CEREALES']
3093,en:vegetable-soups,['HORTALIZAS' 'CEREALES']
3094,en:vegetables-based-foods,['HORTALIZAS' 'CEREALES']
3095,en:vegetables-cakes,['HORTALIZAS' 'CEREALES']
3096,en:vegetables-macedoines,['HORTALIZAS' 'CEREALES']
3097,en:vegetables-menus-for-babies,['HORTALIZAS' 'CEREALES']
3098,en:vegetables-pies,['HORTALIZAS' 'CEREALES']
3099,en:vegetables-terrines,['HORTALIZAS' 'CEREALES' 'CARNE']
3100,en:vegetables-tortellinis,['HORTALIZAS' 'CEREALES']
3101,en:vegetarian-frankfurt-sausages,['CARNE']
3102,en:vegetarian-hot-dog-sausages,['CARNE']
3103,en:vegetarian-minced-meat,['CARNE']
3104,en:vegetarian-olive-pates,['CEREALES' 'HORTALIZAS']
3105,en:vegetarian-pasta-salads,['CEREALES' 'HORTALIZAS']
3106,en:vegetarian-sausages,['CARNE']
3107,en:vegetarian-tofu-pates,['CEREALES']
3108,en:vegetarian-vienna-sausages,['CARNE']
3109,en:veggie-burgers,['CARNE']
3110,en:veggie-grounds,['CARNE']
3111,en:veggie-loaf,['CARNE']
3112,en:veggie-patties,['CARNE']
3113,en:verbena-peppermint,['HORTALIZAS']
3114,en:viande,['CARNE']
3115,en:viandes,['CARNE']
3116,en:vienna-sausages,['CARNE']
3117,en:viennese-pork-and-veal-sausages,['CARNE']
3118,en:vinaigres,['ALCOHOL']
3119,en:vinaigrettes,['ALCOHOL']
3120,en:vinegars,['ALCOHOL']
3121,en:violet-syrups,['LIPIDOS']
3122,en:virgin-coconut-oils,['LIPIDOS' 'FRUTAS']
3123,en:virgin-olive-oils,['LIPIDOS' 'HORTALIZAS']
3124,en:vodka-pasta-sauces,['CEREALES']
3125,en:volailles,['CARNE']
3126,en:walnut-butters,['LIPIDOS']
3127,en:walnut-creme-turron,['LIPIDOS' 'LACTEOS']
3128,en:walnut-milks,['LACTEOS']
3129,en:walnut-oils,['LIPIDOS']
3130,en:walnuts,['LEGUMBRES']
3131,en:walnuts-halves-and-pieces,['LEGUMBRES']
3132,en:wasabi-coated-peanuts,['LEGUMBRES']
3133,en:watercress-soups,['HORTALIZAS']
3134,en:watermelon-jams,['LIPIDOS']
3135,en:watermelon-syrups,['LIPIDOS']
3136,en:wavy-potato-crisps,['CEREALES']
3137,en:weight-loss-tea-blends,['BEBIDAS' 'CEREALES']
3138,en:weight-loss-teas,['BEBIDAS']
3139,en:wheat-beers,['CEREALES' 'ALCOHOL' 'LIPIDOS']
3140,en:wheat-brans,['CEREALES']
3141,en:wheat-bread-flour,['CEREALES']
3142,en:wheat-breads,['CEREALES']
3143,en:wheat-crackers,['CEREALES']
3144,en:wheat-crisps,['CEREALES']
3145,en:wheat-crumbs,['CEREALES']
3146,en:wheat-flakes,['CEREALES']
3147,en:wheat-flatbreads,['CEREALES']
3148,en:wheat-flour-t110,['CEREALES']
3149,en:wheat-flour-t405,['CEREALES']
3150,en:wheat-flour-type-150,['CEREALES']
3151,en:wheat-flour-type-55-for-bread,['CEREALES']
3152,en:wheat-flour-type-65,['CEREALES']
3153,en:wheat-flours,['CEREALES']
3154,en:wheat-germ,['CEREALES']
3155,en:wheat-germ-oils,['CEREALES' 'LIPIDOS']
3156,en:wheat-grain-flakes,['CEREALES']
3157,en:wheat-groats,['CEREALES']
3158,en:wheat-milks,['LACTEOS' 'CEREALES']
3159,en:wheat-pasta,['CEREALES']
3160,en:wheat-rusk-slices,['CEREALES']
3161,en:wheat-semolinas,['CEREALES']
3162,en:wheats,['CEREALES']
3163,en:whipped-cream-under-pressure-uht,['LACTEOS']
3164,en:whipped-creams,['LACTEOS']
3165,en:white-asparagus,['HORTALIZAS']
3166,en:white-basmati-rices,['CEREALES']
3167,en:white-beans,['LEGUMBRES']
3168,en:white-breads,['CEREALES']
3169,en:white-cheese,['LACTEOS']
3170,en:white-chocolate-bar,['LIPIDOS']
3171,en:white-chocolate-bar-with-dried-fruits,['LEGUMBRES' 'FRUTAS' 'LIPIDOS']
3172,en:white-chocolate-bars,['LIPIDOS']
3173,en:white-chocolate-biscuits,['CEREALES' 'LIPIDOS']
3174,en:white-chocolate-with-coconut-pieces,['LIPIDOS' 'FRUTAS']
3175,en:white-chocolates,['LIPIDOS']
3176,en:white-chocolates-with-almonds,['LIPIDOS' 'LEGUMBRES']
3177,en:white-chocolates-with-hazelnuts,['LEGUMBRES' 'LIPIDOS']
3178,en:white-chocolates-with-sweeteners,['LIPIDOS']
3179,en:white-common-wheat-flours,['CEREALES']
3180,en:white-hams,['CARNE']
3181,en:white-hams-with-less-salt,['CARNE']
3182,en:white-jasmine-rices,['CEREALES']
3183,en:white-kidney-beans,['LEGUMBRES']
3184,en:white-meat-rillettes,['CARNE']
3185,en:white-onions,['HORTALIZAS']
3186,en:white-peppercorns,['CEREALES']
3187,en:white-peppers,['LEGUMBRES']
3188,en:white-rice-vinegars,['CEREALES' 'ALCOHOL']
3189,en:white-rices,['CEREALES']
3190,en:white-smoked-hams,['CARNE']
3191,en:white-teas,['BEBIDAS']
3192,en:white-vinegars,['ALCOHOL']
3193,en:white-wheat-flours,['CEREALES']
3194,en:white-wine-vinegars,['ALCOHOL']
3195,en:white-wines,['ALCOHOL']
3196,en:whiting-fillets,['CARNE']
3197,en:whole-almonds,['LEGUMBRES']
3198,en:whole-black-olives,['HORTALIZAS']
3199,en:whole-champignon-mushrooms,['HORTALIZAS' 'CARNE']
3200,en:whole-common-wheat-flours,['CEREALES']
3201,en:whole-condensed-milk-with-sugar,['LACTEOS' 'LIPIDOS']
3202,en:whole-condensed-milk-without-sugar,['LACTEOS' 'LIPIDOS']
3203,en:whole-cooked-duck-liver-foie-gras,['CARNE']
3204,en:whole-cumin-seeds,['LEGUMBRES']
3205,en:whole-durum-wheat-pasta,['CARNE' 'CEREALES']
3206,en:whole-einkorn-wheat-flours,['CEREALES']
3207,en:whole-foies-gras,['CARNE']
3208,en:whole-foies-gras-from-ducks,['CARNE']
3209,en:whole-green-olives,['HORTALIZAS']
3210,en:whole-marinated-green-olives,['HORTALIZAS']
3211,en:whole-milk-powder,['LACTEOS']
3212,en:whole-milk-uht,['LACTEOS']
3213,en:whole-milk-yogurts,['LACTEOS']
3214,en:whole-milks,['LACTEOS']
3215,en:whole-olives,['HORTALIZAS']
3216,en:whole-or-semi-integral-durum-wheat-spaghetti,['CARNE' 'CEREALES']
3217,en:whole-or-semi-whole-durum-wheat-pasta,['CARNE' 'CEREALES']
3218,en:whole-or-semi-whole-durum-wheat-spaghetti,['CARNE' 'CEREALES']
3219,en:whole-oyster-mushrooms,['HORTALIZAS']
3220,en:whole-pasteurised-milks,['LACTEOS']
3221,en:whole-tunas,['PESCADO']
3222,en:whole-wheat-biscuits,['CEREALES']
3223,en:whole-wheat-bread,['CEREALES']
3224,en:whole-wheat-flours,['CEREALES']
3225,en:whole-wheat-noodles,['CEREALES']
3226,en:whole-wheat-spaghetti,['CEREALES']
3227,en:wholemeal-breads,['CEREALES']
3228,en:wholemeal-sliced-breads,['CEREALES']
3229,en:wholewheat-biscuits,['CEREALES']
3230,en:wild-bass-rillettes,['CARNE']
3231,en:wild-boar-rillettes,['CARNE']
3232,en:wild-rice,['CEREALES']
3233,en:wine-based-drinks,['ALCOHOL' 'BEBIDAS']
3234,en:wine-of-south-australia,['ALCOHOL']
3235,en:wine-vinegars,['ALCOHOL']
3236,en:wine-without-geographic-indication,['ALCOHOL']
3237,en:wines,['ALCOHOL']
3238,en:wines-from-america,['ALCOHOL']
3239,en:wines-from-australia,['ALCOHOL']
3240,en:wines-from-austria,['ALCOHOL']
3241,en:wines-from-california,['ALCOHOL']
3242,en:wines-from-chile,['ALCOHOL']
3243,en:wines-from-france,['ALCOHOL']
3244,en:wines-from-germany,['ALCOHOL']
3245,en:wines-from-greece,['ALCOHOL']
3246,en:wines-from-hungary,['ALCOHOL']
3247,en:wines-from-italy,['ALCOHOL']
3248,en:wines-from-portugal,['ALCOHOL']
3249,en:wines-from-spain,['ALCOHOL' 'CEREALES']
3250,en:xeres-vinegars,['ALCOHOL']
3251,en:yakitori-chicken-skewers,['CARNE']
3252,en:yaourts,['LACTEOS']
3253,en:yaourts-a-boire,['LACTEOS']
3254,en:yellow-onions,['HORTALIZAS']
3255,en:yellow-teas,['BEBIDAS']
3256,en:yellowfin-tunas,['PESCADO']
3257,en:yoghurts-high-in-protein-on-a-fruit-layer,['FRUTAS']
3258,en:yogurt-cake,['LACTEOS']
3259,en:yogurt-sauce,['LACTEOS']
3260,en:yogurt-with-fruits-and-sugar,['FRUTAS' 'LIPIDOS' 'LACTEOS']
3261,en:yogurt-with-fruits-no-0-fat,['FRUTAS' 'LACTEOS']
3262,en:yogurts,['LACTEOS']
3263,en:yogurts-with-cereals,['LACTEOS' 'CEREALES']
3264,en:zucchini-soups,['HORTALIZAS']
3265,es:alubias-con-verduras,['HORTALIZAS']
3266,es:atun-claro,['PESCADO']
3267,es:atun-claro-al-natural,['PESCADO']
3268,es:atun-claro-en-aceite-de-oliva,['LIPIDOS' 'PESCADO']
3269,es:atun-en-agua,['PESCADO']
3270,es:barra-de-cereal,['CEREALES']
3271,es:barra-de-frutas,['FRUTAS']
3272,es:barra-rellena-de-fruta,['FRUTAS']
3273,es:barras-de-cereales,['CEREALES']
3274,es:bebida-hidratante,['BEBIDAS']
3275,es:bebida-isotonica,['BEBIDAS']
3276,es:bebidas-en-polvo,['BEBIDAS']
3277,es:bebidas-isotonicas,['BEBIDAS']
3278,es:bonito-del-norte-en-aceite-de-oliva,['LIPIDOS' 'PESCADO']
3279,es:cafe-instantaneo,['BEBIDAS']
3280,es:cereales-desayuno,['CEREALES']
3281,es:cereales-integrales,['CEREALES']
3282,es:chamoy,['CARNE']
3283,es:chocolates-negro-con-pistachos,['LIPIDOS']
