,mini,mega_cat
3284,es:conservas-y-tarros-de-pescado,['PESCADO']
3285,es:corazones-de-alcachofa-en-conserva,['HORTALIZAS']
3286,es:cous-cous-con-vegetales,['HORTALIZAS']
3287,es:cremas,['LACTEOS']
3288,es:cremas-de-brocoli,['LACTEOS']
3289,es:cremas-de-calabacines-en-conserva,['LACTEOS']
3290,es:cremas-de-calabaza-en-conserva,['LACTEOS' 'HORTALIZAS']
3291,es:cremas-de-legumbres,['LACTEOS' 'LEGUMBRES']
3292,es:cremas-de-queso,['LACTEOS']
3293,es:croquetas-de-espinacas,['HORTALIZAS']
3294,es:croquetas-vegetales,['HORTALIZAS']
3295,es:derivados-lacteosas,['LACTEOS']
3296,es:embutido-envasado,['CARNE']
3297,es:embutido-procesado,['CARNE']
3298,es:embutidos-vegetales,['HORTALIZAS' 'CARNE']
3299,es:embutidos-y-salazones,['CARNE']
3300,es:empanadas-vegetales,['CEREALES' 'HORTALIZAS']
3301,es:empanizador,['CEREALES']
3302,es:ensalada-california,['HORTALIZAS']
3303,es:ensalada-lista-para-comer,['HORTALIZAS']
3304,es:ensaladas-de-quinoa,['HORTALIZAS' 'LEGUMBRES']
3305,es:ensaladilla,['HORTALIZAS']
3306,es:ensaladilla-rusa,['HORTALIZAS']
3307,es:ensaladillas,['HORTALIZAS']
3308,es:ensaladillas-rusas,['HORTALIZAS']
3309,es:envases-y-platos-de-pasta-bolonesa,['CEREALES']
3310,es:espinacas-con-pasas-y-pinones,['HORTALIZAS']
3311,es:espinacas-con-pasas-y-pinones-congeladas,['HORTALIZAS']
3312,es:espinacas-troceadas,['HORTALIZAS']
3313,es:estrellas-de-trigo-duro,['CEREALES']
3314,es:farfalle-de-trigo-duro,['CEREALES']
3315,es:feculas,['LEGUMBRES']
3316,es:fiambre-de-pavo,['CARNE']
3317,es:fideos-de-trigo-duro,['CEREALES']
3318,es:fideos-de-trigo-duro-integrales-o-semi-integrales,['CEREALES']
3319,es:fideua-de-trigo-duro,['CEREALES']
3320,es:filete-de-pechuga-de-pavo,['CARNE']
3321,es:filete-de-pechuga-de-pollo,['CARNE']
3322,es:filetes-de-pavo,['CARNE']
3323,es:flan-de-huevo,['CARNE']
3324,es:frutos-secos-tostados,['FRUTAS']
3325,es:frutos-secos-variados,['FRUTAS']
3326,es:fusilli-de-trigo-duro,['CEREALES']
3327,es:galleta-salada,['HORTALIZAS']
3328,es:galletas-barquillos,['CEREALES']
3329,es:galletas-con-tableta-de-chocolate,['LIPIDOS' 'CEREALES']
3330,es:galletas-con-tableta-de-chocolate-con-leche,['LIPIDOS' 'CEREALES' 'LACTEOS']
3331,es:galletas-con-tableta-de-chocolate-negro,['LIPIDOS' 'CEREALES']
3332,es:galletas-de-canela,['CEREALES']
3333,es:galletas-de-cereales,['CEREALES']
3334,es:galletas-de-desayuno,['CEREALES']
3335,es:galletas-de-jengibre,['CEREALES']
3336,es:galletas-de-tipo-campurrianas,['CEREALES']
3337,es:galletas-de-tipo-digestive,['CEREALES']
3338,es:galletas-dieteticas,['CEREALES']
3339,es:galletas-digestive,['CEREALES']
3340,es:galletas-dulces,['CEREALES']
3341,es:galletas-mantequilla,['CEREALES']
3342,es:galletas-maria,['CEREALES']
3343,es:galletas-saladas,['HORTALIZAS' 'CEREALES']
3344,es:galletas-tipo-maria,['CEREALES']
3345,es:galletas-tostadas,['CEREALES']
3346,es:garbanzos-con-espinacas,['HORTALIZAS' 'LEGUMBRES']
3347,es:garbanzos-con-verduras,['HORTALIZAS' 'LEGUMBRES']
3348,es:garbanzos-con-verduras-en-conserva,['HORTALIZAS' 'LEGUMBRES']
3349,es:granizados-de-cafe,['BEBIDAS']
3350,es:hogaza-de-pan,['CEREALES']
3351,es:hojuelas-de-avena,['CEREALES']
3352,es:huevos-camperos,['CARNE']
3353,es:huevos-ecologicos,['CARNE']
3354,es:hummus-de-lentejas,['LEGUMBRES']
3355,es:jamon-cocido-ahumado,['CARNE' 'PESCADO']
3356,es:jamon-cocido-de-cerdo,['CARNE']
3357,es:jamon-cocido-extra,['CARNE']
3358,es:jamon-curado,['CARNE']
3359,es:jamon-de-cebo-iberico,['CARNE']
3360,es:jamon-de-pavo,['CARNE']
3361,es:jamon-iberico,['CARNE']
3362,es:jugos-de-verduras,['HORTALIZAS']
3363,es:kefir-de-leche-de-cabra,['LACTEOS']
3364,es:lacteo-yogurt,['LACTEOS']
3365,es:lacteos-yogures,['LACTEOS']
3366,es:lacteosas,['LACTEOS']
3367,es:lacteosos,['LACTEOS']
3368,es:lasana,['CARNE']
3369,es:lasana-de-carne,['CARNE']
3370,es:lasana-vegetal,['CARNE']
3371,es:lasanas,['CARNE']
3372,es:leche-de-continuacion,['LACTEOS']
3373,es:leche-de-sabor,['LACTEOS']
3374,es:leche-de-soya,['LACTEOS']
3375,es:leche-de-soya-en-polvo,['LACTEOS']
3376,es:leche-entera-esterilizada,['LACTEOS']
3377,es:leche-fermentada,['LACTEOS']
3378,es:leche-infantil,['LACTEOS']
3379,es:leches-deslactosadas,['LACTEOS']
3380,es:lecitina-de-soja,['HORTALIZAS']
3381,es:legumbres-y-carne,['CARNE' 'LEGUMBRES']
3382,es:legumes-en-bocal,['HORTALIZAS']
3383,es:lentejas-cocidas,['LEGUMBRES']
3384,es:lentejas-con-verduras,['HORTALIZAS' 'LEGUMBRES']
3385,es:lentejas-con-verduras-congeladas,['HORTALIZAS' 'LEGUMBRES']
3386,es:lentejas-con-verduras-en-conserva,['HORTALIZAS' 'LEGUMBRES']
3387,es:lomo,['CARNE']
3388,es:lomo-embuchado,['CARNE']
3389,es:lonchas-de-queso,['LACTEOS']
3390,es:longaniza-de-pollo,['CARNE']
3391,es:macarrones-de-trigo-duro-integrales-o-semi-integrales,['CEREALES']
3392,es:macedonia-de-verduras,['HORTALIZAS']
3393,es:maiz-dulce-cocido-en-mazorca,['CEREALES']
3394,es:maiz-frito,['CEREALES']
3395,es:mariscos,['PESCADO']
3396,es:mariscos-congeladosvalencia,['PESCADO']
3397,es:mejillones-al-natural,['PESCADO']
3398,es:mejillones-en-conserva,['PESCADO']
3399,es:mejillones-en-salsa-vieira,['PESCADO']
3400,es:melva-en-aceite-de-oliva,['LIPIDOS']
3401,es:mezcla-lactea,['BEBIDAS']
3402,es:mezclas-de-frutos-de-cascara,['FRUTAS']
3403,es:mezclas-de-semillas,['LEGUMBRES']
3404,es:mezclas-de-verduras-y-hortalizas-para-cocido,['HORTALIZAS']
3405,es:mezclas-de-verduras-y-hortalizas-para-gazpacho,['HORTALIZAS']
3406,es:mezclas-de-verduras-y-hortalizas-para-sopa,['HORTALIZAS']
3407,es:miels-espagnols,['LIPIDOS']
3408,es:oblea,['CEREALES']
3409,es:obleas,['CEREALES']
3410,es:pan-aleman,['CEREALES']
3411,es:pan-brioche,['CEREALES']
3412,es:pan-crujiente,['CEREALES']
3413,es:pan-de-espelta,['CEREALES']
3414,es:pan-de-molde-integral,['CEREALES']
3415,es:pan-de-pita-y-kebab,['CEREALES']
3416,es:pan-dulce,['CEREALES']
3417,es:pan-molde,['CEREALES']
3418,es:pan-rustico,['CEREALES']
3419,es:pan-tostado-integral,['CEREALES']
3420,es:pan-tostado-sin-gluten,['CEREALES']
3421,es:pan-y-reposteria,['CEREALES']
3422,es:panaderia,['CEREALES']
3423,es:panecillos,['CEREALES']
3424,es:panes-de-datiles,['CEREALES']
3425,es:panes-de-frutas-desecadas,['CEREALES' 'FRUTAS']
3426,es:parrilladas-de-verduras-congelada,['HORTALIZAS']
3427,es:pasta-de-huevo-fresco,['CEREALES' 'CARNE']
3428,es:pasta-de-konjat,['CEREALES']
3429,es:pastas-de-trigo,['CEREALES']
3430,es:pastas-de-trigo-duro-integrales-o-semi-integrales,['CEREALES']
3431,es:patatas-bolsa,['LEGUMBRES']
3432,es:patatas-chips,['CEREALES' 'LEGUMBRES']
3433,es:patatas-de-bolsa,['LEGUMBRES']
3434,es:patatas-fritas-de-bolsa,['LEGUMBRES']
3435,es:patatas-fritas-en-bastones,['LEGUMBRES']
3436,es:patatas-fritas-onduladas-sabor-jamon,['CARNE' 'LEGUMBRES']
3437,es:patatas-fritas-sabor-huevo,['LEGUMBRES' 'CARNE']
3438,es:pate-de-campana,['CEREALES']
3439,es:pates-animales,['CEREALES']
3440,es:pates-de-origen-animal,['CEREALES']
3441,es:pates-vegetales-a-base-de-tomates-secos,['CEREALES' 'HORTALIZAS']
3442,es:pates-vegetales-de-alcachofa,['CEREALES' 'HORTALIZAS']
3443,es:pechuga-de-pavo-cocido,['CARNE']
3444,es:pescado-atun,['PESCADO']
3445,es:picos-de-pan,['CEREALES']
3446,es:pimenton-de-la-vera,['HORTALIZAS']
3447,es:pimenton-dulce,['HORTALIZAS']
3448,es:pimenton-picante,['HORTALIZAS']
3449,es:pizza-de-jamon-y-queso,['LACTEOS' 'CARNE']
3450,es:pizza-jamon-y-queso,['LACTEOS' 'CARNE']
3451,es:platos-preparados-a-base-de-carne,['CARNE']
3452,es:polos-de-leche-de-soja-con-chocolate,['LIPIDOS' 'HORTALIZAS' 'LACTEOS']
3453,es:polos-de-leche-de-soja-recubiertos-con-chocolate,['LIPIDOS' 'HORTALIZAS' 'LACTEOS']
3454,es:polvo-para-preparar-bebidas-energeticas,['BEBIDAS']
3455,es:postres-de-avena,['CEREALES']
3456,es:postres-lacteos-de-fruta-para-bebe,['LACTEOS' 'FRUTAS']
3457,es:postres-vegetales-con-cacao,['HORTALIZAS']
3458,es:postres-vegetales-naturales,['HORTALIZAS']
3459,es:potitos-de-carne,['CARNE']
3460,es:potitos-de-pescado,['PESCADO']
3461,es:potitos-de-verduras-y-feculas,['HORTALIZAS' 'LEGUMBRES']
3462,es:preparados-para-pan,['CEREALES']
3463,es:pseudocereal,['CEREALES']
3464,es:pure-de-patatas,['LEGUMBRES']
3465,es:pure-de-tomate,['HORTALIZAS']
3466,es:queso-cottage,['LACTEOS']
3467,es:queso-crema,['LACTEOS']
3468,es:queso-curado,['LACTEOS']
3469,es:queso-de-cabra-ahumado,['LACTEOS' 'PESCADO']
3470,es:queso-de-cabra-con-pimenton-de-la-vera,['HORTALIZAS' 'LACTEOS']
3471,es:queso-de-oveja-ahumado,['LACTEOS' 'CARNE' 'PESCADO']
3472,es:queso-emmental,['LACTEOS']
3473,es:queso-oveja,['LACTEOS' 'CARNE']
3474,es:queso-oveja-viejo,['LACTEOS' 'CARNE']
3475,es:queso-semicurado,['LACTEOS']
3476,es:queso-tierno-de-vaca,['LACTEOS']
3477,es:queso-untable,['CEREALES' 'LACTEOS']
3478,es:queso-untar,['LACTEOS']
3479,es:queso-vegano,['LACTEOS']
3480,es:quesos-semicurados,['LACTEOS']
3481,es:rebanas-de-pechuga-de-pavo,['CARNE']
3482,es:requeson,['LACTEOS']
3483,es:rulo-de-cabra,['LACTEOS']
3484,es:saborizante,['CEREALES']
3485,es:saborizante-artificial,['CEREALES']
3486,es:saborizantes,['CEREALES']
3487,es:saladitos,['HORTALIZAS']
3488,es:salchicha-de-frankfurt,['CARNE']
3489,es:salchichas-de-cerdo,['CARNE']
3490,es:salsa-de-queso,['LACTEOS']
3491,es:salsa-tomate,['HORTALIZAS']
3492,es:salsas-bolonesas-vegetales,['HORTALIZAS']
3493,es:salsas-de-tomate-con-albahaca,['HORTALIZAS']
3494,es:salsichas-tipo-frankfurt,['CARNE']
3495,es:salteado-congelado,['BEBIDAS']
3496,es:salteados-de-vegetales-asados-congelados,['BEBIDAS' 'HORTALIZAS']
3497,es:salteados-de-vegetales-congelados,['BEBIDAS' 'HORTALIZAS']
3498,es:saludable,['CEREALES']
3499,es:sardinas-en-conserva-y-tarro,['PESCADO']
3500,es:sardinas-en-tomate,['HORTALIZAS' 'PESCADO']
3501,es:semillas-de-chia,['LEGUMBRES']
3502,es:semillas-de-girasol-con-cascara-tostadas-con-sal,['CEREALES' 'LEGUMBRES']
3503,es:snack-de-maiz,['CEREALES']
3504,es:soja-y-derivados,['HORTALIZAS']
3505,es:sopas-de-calabaza,['HORTALIZAS']
3506,es:sustitutos-de-carne,['CARNE']
3507,es:tarta-de-trigo,['CEREALES']
3508,es:tempeh-de-soja,['HORTALIZAS']
3509,es:tomate-entero-pelado,['HORTALIZAS']
3510,es:tomate-triturado,['HORTALIZAS']
3511,es:tortillas-de-harina-de-trigo,['CEREALES']
3512,es:tortillas-de-maiz,['CEREALES']
3513,es:tortillas-de-trigo,['CEREALES']
3514,es:tostadas-de-maiz,['CEREALES']
3515,es:tostadas-de-maiz-horneadas,['CEREALES']
3516,es:tostadas-de-pan-integral,['CEREALES']
3517,es:tostadas-horneadas,['CEREALES']
3518,es:totopos-de-maiz,['CEREALES']
3519,es:turron-de-alicante,['LIPIDOS']
3520,es:turron-de-jijona,['LIPIDOS']
3521,es:turrones-a-la-piedra,['LIPIDOS']
3522,es:veggi,['CARNE']
3523,es:verduras-en-conserva-y-tarro,['HORTALIZAS']
3524,es:vinagre-de-jerez,['ALCOHOL']
3525,es:vino-de-la-tierra-de-castilla,['ALCOHOL']
3526,es:yogur-griego,['LACTEOS']
3527,es:yogur-natural,['LACTEOS']
3528,es:yogures-liquidos,['LACTEOS']
3529,fr:100-legumes,['HORTALIZAS']
3530,fr:abricotine,['FRUTAS']
3531,fr:aceite-de-soya,['LIPIDOS']
3532,fr:aceite-vegetal,['LIPIDOS']
3533,fr:acras-de-crevettes,['PESCADO']
3534,fr:agneau-de-nouvelle-zelande,['CARNE']
3535,fr:aiguillettes-de-canard,['CARNE']
3536,fr:aiguillettes-de-poulet,['CARNE']
3537,fr:aiguillettes-de-poulet-panees,['CARNE' 'CEREALES']
3538,fr:alcools-blancs,['ALCOHOL']
3539,fr:aliment-a-base-de-fruit,['FRUTAS']
3540,fr:aliment-a-base-de-legumes,['HORTALIZAS']
3541,fr:aliments-et-boissons-de-la-saint-nicolas,['BEBIDAS']
3542,fr:aliments-et-boissons-de-paques,['BEBIDAS']
3543,fr:aliments-et-boissons-de-saint-nicolas,['BEBIDAS']
3544,fr:allumettes-de-lardons,['CARNE']
3545,fr:allumettes-de-porc,['CARNE']
3546,fr:allumettes-de-porc-fumees,['CARNE']
3547,fr:allumettes-de-poulet,['CARNE']
3548,fr:allumettes-de-volaille,['CARNE']
3549,fr:amandes-pralinees,['LEGUMBRES']
3550,fr:amandine-aux-poires,['FRUTAS']
3551,fr:ampoule-buvable,['CEREALES']
3552,fr:anchois-a-l-huile,['LIPIDOS' 'PESCADO']
3553,fr:anchois-en-conserve,['PESCADO']
3554,fr:anchois-marines,['PESCADO']
3555,fr:andouillettes-de-canard,['CARNE']
3556,fr:aperitif-sans-alcool,['ALCOHOL']
3557,fr:apero-sans-alcool,['ALCOHOL']
3558,fr:apres-shampoing,['CARNE']
3559,fr:asperge-des-sables-des-landes,['CEREALES']
3560,fr:assortiment-de-croissants-et-pains-au-chocolat,['LIPIDOS' 'CEREALES']
3561,fr:assortiments-de-bonbons-de-chocolat-au-lait,['LIPIDOS' 'LACTEOS']
3562,fr:assortiments-de-bonbons-de-chocolat-noir,['LIPIDOS']
3563,fr:assortiments-de-charcuterie,['CARNE']
3564,fr:assortiments-de-fromages,['LACTEOS']
3565,fr:assortiments-de-saucisses,['CARNE']
3566,fr:aubergines-a-la-mayonnaise,['HORTALIZAS']
3567,fr:aubergines-a-la-provencale,['HORTALIZAS']
3568,fr:aubergines-cuisinees,['HORTALIZAS']
3569,fr:aubergines-preparees,['HORTALIZAS']
3570,fr:axoa-de-canard,['CARNE']
3571,fr:axoa-de-thon,['PESCADO']
3572,fr:axoa-de-veau,['CARNE']
3573,fr:bacons-de-dindes,['CARNE']
3574,fr:baguettes-au-quinoa,['LEGUMBRES']
3575,fr:banana-ketchup,['FRUTAS']
3576,fr:bananes-cavendish,['FRUTAS']
3577,fr:bananes-frites,['FRUTAS']
3578,fr:barquettes-a-l-abricot,['FRUTAS']
3579,fr:barquettes-a-la-fraise,['FRUTAS']
3580,fr:barquettes-au-chocolat,['LIPIDOS']
3581,fr:barre-chocolatee-biscuitee-type-kitkat,['LIPIDOS']
3582,fr:barre-de-cereales-a-la-figue,['CEREALES']
3583,fr:barre-fruitee,['FRUTAS']
3584,fr:barres-aux-fruits,['FRUTAS']
3585,fr:barres-aux-graines,['LEGUMBRES']
3586,fr:barres-aux-noix,['LEGUMBRES']
3587,fr:barres-chocolatees-a-la-noix-de-coco,['LIPIDOS' 'LEGUMBRES' 'FRUTAS']
3588,fr:barres-chocolatees-au-lait,['LIPIDOS' 'LACTEOS']
3589,fr:barres-chocolatees-au-lait-et-aux-cereales,['CEREALES' 'LIPIDOS' 'LACTEOS']
3590,fr:barres-chocolatees-aux-fruits-oleagineux,['FRUTAS' 'LIPIDOS']
3591,fr:barres-chocolatees-fourrees-aux-fruits,['FRUTAS' 'LIPIDOS']
3592,fr:barres-de-cereales-aux-fruits-et-chocolat,['FRUTAS' 'CEREALES' 'LIPIDOS']
3593,fr:barres-de-cereales-aux-fruits-et-fruits-a-coques,['FRUTAS' 'CEREALES']
3594,fr:barres-de-graines,['LEGUMBRES']
3595,fr:batonnets-au-chocolat-blanc,['LIPIDOS']
3596,fr:beaujolais-nouveau,['CARNE']
3597,fr:bebida-isotonica,['BEBIDAS']
3598,fr:bebidas-energeticas-bebidas-carbonatadas,['BEBIDAS']
3599,fr:beignets-a-l-abricot,['FRUTAS']
3600,fr:beignets-fourres-a-la-framboise,['FRUTAS']
3601,fr:beurre-charentes-poitou,['LIPIDOS']
3602,fr:beurre-d-isigny,['LIPIDOS']
3603,fr:beurre-de-bresse,['LIPIDOS']
3604,fr:beurres-a-teneur-reduite-en-matieres-grasses,['LIPIDOS']
3605,fr:beurres-clarifies,['LIPIDOS']
3606,fr:beurres-crus,['LIPIDOS']
3607,fr:beurres-d-erable,['CEREALES' 'LIPIDOS']
3608,fr:beurres-de-baratte,['LIPIDOS']
3609,fr:beurres-de-cacahuetes-au-chocolat,['LIPIDOS' 'LEGUMBRES']
3610,fr:beurres-de-cacahuetes-cremeux,['LACTEOS' 'LIPIDOS' 'LEGUMBRES']
3611,fr:beurres-de-cacahuetes-croustillants,['LIPIDOS' 'LEGUMBRES']
3612,fr:bieres-alsaciennes,['ALCOHOL']
3613,fr:bieres-anglaises,['ALCOHOL']
3614,fr:bieres-au-miel,['ALCOHOL' 'LIPIDOS']
3615,fr:bieres-autrichiennes,['ALCOHOL']
3616,fr:bieres-britanniques,['ALCOHOL']
3617,fr:bieres-canadiennes,['ALCOHOL']
3618,fr:bieres-chinoises,['ALCOHOL']
3619,fr:bieres-cuivrees,['ALCOHOL']
3620,fr:bieres-danoises,['ALCOHOL']
3621,fr:bieres-de-degustation,['ALCOHOL']
3622,fr:bieres-de-fermentation-haute,['ALCOHOL']
3623,fr:bieres-de-garde,['ALCOHOL']
3624,fr:bieres-de-haute-fermentation,['ALCOHOL']
3625,fr:bieres-de-noel,['ALCOHOL']
3626,fr:bieres-de-printemps,['ALCOHOL']
3627,fr:bieres-de-saison,['ALCOHOL']
3628,fr:bieres-de-specialite,['ALCOHOL']
3629,fr:bieres-dorees,['ALCOHOL']
3630,fr:bieres-ecossaises,['ALCOHOL']
3631,fr:bieres-estoniennes,['ALCOHOL']
3632,fr:bieres-fumees,['ALCOHOL']
3633,fr:bieres-industrielles,['ALCOHOL']
3634,fr:bieres-ipa,['ALCOHOL']
3635,fr:bieres-japonaises,['ALCOHOL']
3636,fr:bieres-lambic,['ALCOHOL']
3637,fr:bieres-neerlandaises,['ALCOHOL']
3638,fr:bieres-portugaises,['ALCOHOL']
3639,fr:bieres-quebecoises,['ALCOHOL']
3640,fr:bieres-russes,['ALCOHOL']
3641,fr:bieres-sans-alcohol,['ALCOHOL']
3642,fr:bieres-suisses,['ALCOHOL']
3643,fr:bieres-trappistes,['ALCOHOL']
3644,fr:biscottes-a-la-farine-d-epeautre,['CEREALES']
3645,fr:biscottes-au-froment,['CEREALES']
3646,fr:biscottes-aux-cereales,['CEREALES']
3647,fr:biscottes-completes,['CEREALES']
3648,fr:biscottes-pauvres-en-sel,['CEREALES']
3649,fr:biscuits-a-la-figue,['CEREALES']
3650,fr:biscuits-a-la-framboise,['CEREALES' 'FRUTAS']
3651,fr:biscuits-a-la-noix-de-coco,['CEREALES' 'LEGUMBRES' 'FRUTAS']
3652,fr:biscuits-a-la-vanille,['CEREALES' 'FRUTAS']
3653,fr:biscuits-alleges,['CEREALES']
3654,fr:biscuits-aperitif-souffles-a-la-cacahuete,['CEREALES']
3655,fr:biscuits-aperitif-souffles-a-la-tomate,['CEREALES' 'HORTALIZAS']
3656,fr:biscuits-aperitif-souffles-au-bacon,['CEREALES']
3657,fr:biscuits-aperitif-souffles-au-fromage,['CEREALES' 'LACTEOS']
3658,fr:biscuits-aperitif-souffles-au-paprika,['CEREALES']
3659,fr:biscuits-aperitifs-au-fromage,['CEREALES' 'LACTEOS']
3660,fr:biscuits-aperitifs-sales,['CEREALES']
3661,fr:biscuits-aperitifs-sans-fromage,['CEREALES' 'LACTEOS']
3662,fr:biscuits-aperitifs-souffles,['CEREALES']
3663,fr:biscuits-au-beurre,['CEREALES' 'LIPIDOS']
3664,fr:biscuits-au-cacao,['CEREALES']
3665,fr:biscuits-au-caramel,['CEREALES' 'LIPIDOS']
3666,fr:biscuits-au-citron,['CEREALES' 'FRUTAS']
3667,fr:biscuits-au-coco,['CEREALES' 'FRUTAS']
3668,fr:biscuits-au-gingembre,['CEREALES']
3669,fr:biscuits-au-lait,['CEREALES' 'LACTEOS']
3670,fr:biscuits-au-miel,['CEREALES' 'LIPIDOS']
3671,fr:biscuits-au-sesame,['CEREALES']
3672,fr:biscuits-aux-cereales,['CEREALES']
3673,fr:biscuits-aux-fruits,['FRUTAS' 'CEREALES']
3674,fr:biscuits-aux-fruits-rouges,['FRUTAS' 'CEREALES']
3675,fr:biscuits-aux-noisettes,['CEREALES' 'LEGUMBRES']
3676,fr:biscuits-aux-raisins,['CEREALES' 'FRUTAS']
3677,fr:biscuits-bio,['CEREALES']
3678,fr:biscuits-dietetiques,['CEREALES']
3679,fr:biscuits-du-petit-dejeuner,['CEREALES']
3680,fr:biscuits-edulcores,['CEREALES']
3681,fr:biscuits-feuilletes-sales,['CEREALES']
3682,fr:biscuits-fins,['CEREALES']
3683,fr:biscuits-fourres-au-chocolat,['CEREALES' 'LIPIDOS']
3684,fr:biscuits-fourres-chocolat,['CEREALES' 'LIPIDOS']
3685,fr:biscuits-fourres-chocolat-au-chocolat,['CEREALES' 'LIPIDOS']
3686,fr:biscuits-meringues,['CEREALES']
3687,fr:biscuits-nappes,['CEREALES']
3688,fr:biscuits-petit-dejeuner,['CEREALES']
3689,fr:biscuits-petits-dejeuners,['CEREALES']
3690,fr:biscuits-pour-petit-dejeuner,['CEREALES']
3691,fr:biscuits-pur-beurre,['CEREALES' 'LIPIDOS']
3692,fr:biscuits-roses,['CEREALES']
3693,fr:biscuits-roses-de-reims,['CEREALES']
3694,fr:biscuits-tablette-fourree,['CEREALES']
3695,fr:biscuits-vegetal,['CEREALES']
3696,fr:blancs-de-dinde-dore-au-four,['CARNE']
3697,fr:blancs-de-poulet-aux-herbes,['CARNE']
3698,fr:blancs-de-poulet-dore-au-four,['CARNE']
3699,fr:blancs-de-poulet-roti-a-la-broche,['CARNE']
3700,fr:blanquettes-de-poulet,['CARNE']
3701,fr:blaye-cotes-de-bordeaux,['CARNE' 'ALCOHOL']
3702,fr:blaye-cotes-de-bordeaux-rouge,['CARNE' 'ALCOHOL']
3703,fr:ble-precuit,['CEREALES']
3704,fr:bles-durs-precuits,['CEREALES']
3705,fr:bleu-de-gex-haut-jura,['CEREALES']
3706,fr:bleus-de-bresse,['CEREALES']
3707,fr:bleus-du-vercors,['CEREALES']
3708,fr:bloc-de-foie-gras,['CARNE']
3709,fr:bloc-de-foie-gras-avec-morceaux,['CARNE']
3710,fr:bloc-de-foie-gras-de-canard-du-sud-ouest,['CARNE']
3711,fr:bloc-de-foie-gras-de-canard-du-sud-ouest-avec-morceaux,['CARNE']
3712,fr:boeuf-charolais,['CARNE']
3713,fr:boeuf-hache,['CARNE']
3714,fr:boeuf-seche,['CARNE']
3715,fr:boeufs-aux-haricots,['CARNE' 'HORTALIZAS']
3716,fr:boisson-a-l-eau-de-source,['BEBIDAS']
3717,fr:boisson-aloe-vera,['BEBIDAS']
3718,fr:boisson-aromatisee,['BEBIDAS']
3719,fr:boisson-aromatisee-a-base-de-vin,['BEBIDAS' 'ALCOHOL']
3720,fr:boisson-au-citron,['FRUTAS' 'BEBIDAS']
3721,fr:boisson-bio,['BEBIDAS']
3722,fr:boisson-chocolatee,['LIPIDOS' 'BEBIDAS']
3723,fr:boisson-en-poudre,['BEBIDAS']
3724,fr:boisson-gazeuse-aromatisee,['BEBIDAS']
3725,fr:boisson-isotonique,['BEBIDAS']
3726,fr:boisson-rafraichissante,['BEBIDAS']
3727,fr:boisson-sport,['BEBIDAS']
3728,fr:boisson-sucree-non-alcoolisee,['BEBIDAS' 'LIPIDOS' 'ALCOHOL']
3729,fr:boisson-vitaminee,['BEBIDAS']
3730,fr:boissons-a-base-de-cidre,['BEBIDAS']
3731,fr:boissons-a-diluer,['BEBIDAS']
3732,fr:boissons-a-la-chicoree,['BEBIDAS']
3733,fr:boissons-anisees,['BEBIDAS']
3734,fr:boissons-aromatisees,['BEBIDAS']
3735,fr:boissons-au-citron,['BEBIDAS' 'FRUTAS']
3736,fr:boissons-au-cola,['BEBIDAS']
3737,fr:boissons-aux-amandes,['BEBIDAS' 'LEGUMBRES']
3738,fr:boissons-cafeinees,['BEBIDAS']
3739,fr:boissons-chocolatees,['LIPIDOS' 'BEBIDAS']
3740,fr:boissons-concentrees,['BEBIDAS']
3741,fr:boissons-en-poudre,['BEBIDAS']
3742,fr:boissons-froides,['BEBIDAS']
3743,fr:boissons-gazeifiees,['BEBIDAS']
3744,fr:boissons-isotoniques,['BEBIDAS']
3745,fr:boissons-lactees-aux-fruits,['FRUTAS' 'BEBIDAS']
3746,fr:boissons-non-alcoolisees,['BEBIDAS' 'ALCOHOL']
3747,fr:boissons-pour-enfants,['BEBIDAS']
3748,fr:boissons-pour-le-sport,['BEBIDAS']
3749,fr:boissons-salees,['BEBIDAS']
3750,fr:boissons-vegetales-de-noix-de-cajou,['LEGUMBRES' 'BEBIDAS' 'HORTALIZAS']
3751,fr:bonbons-a-la-menthe,['LIPIDOS' 'BEBIDAS' 'HORTALIZAS']
3752,fr:bonbons-a-la-reglisse,['LIPIDOS']
3753,fr:bonbons-a-la-violette,['LIPIDOS']
3754,fr:bonbons-acidules,['LIPIDOS']
3755,fr:bonbons-aux-fruits,['FRUTAS' 'LIPIDOS']
3756,fr:bonbons-aux-plantes,['LIPIDOS']
3757,fr:bonbons-de-chocolat-a-la-liqueur,['LIPIDOS']
3758,fr:bonbons-de-chocolat-au-caramel,['LIPIDOS']
3759,fr:bonbons-de-chocolat-au-praline,['LIPIDOS']
3760,fr:bonbons-de-chocolat-blanc,['LIPIDOS']
3761,fr:bonbons-drageifies,['LIPIDOS']
3762,fr:bonbons-edulcores,['LIPIDOS']
3763,fr:bonbons-sans-sucres,['LIPIDOS']
3764,fr:bonbons-tendres,['LIPIDOS']
3765,fr:bordeaux-clairet,['ALCOHOL']
3766,fr:bordeaux-rose,['ALCOHOL']
3767,fr:bordeaux-superieur,['ALCOHOL']
3768,fr:boudin-blanc-de-rethel,['BEBIDAS']
3769,fr:boudins,['CARNE']
3770,fr:boudins-blanc-a-l-ancienne,['CARNE']
3771,fr:boudins-blancs,['CARNE']
3772,fr:boudins-blancs-aux-cepes,['CARNE']
3773,fr:boudins-noirs-aux-chataignes,['CARNE']
3774,fr:bouillons-de-boeuf-degraisse,['CARNE']
